1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619178.359332 input_c0_dispatch: '\r'
1770619178.359340 input_csi_dispatch: 'm' "" "0"
1770619178.359347 parameter 0: number 0
1770619178.359353 input_csi_dispatch: 'm' "" "27"
1770619178.359358 parameter 0: number 27
1770619178.359363 input_csi_dispatch: 'm' "" "24"
1770619178.359367 parameter 0: number 24
1770619178.359372 input_csi_dispatch: 'J' "" ""
1770619178.359378 /dev/ttys007 sync start
1770619178.359386 /dev/ttys007: \033[?2026h
1770619178.359393 screen_write_collect_flush: flushed 0 items (screen_write_clearendofscreen)
1770619178.359399 /dev/ttys007: \033[1;24r
1770619178.359405 tty_clear_area: /dev/ttys007, 80,22 at 0,2
1770619178.359410 /dev/ttys007: \033[1;1H
1770619178.359414 /dev/ttys007: \033[3;24r
1770619178.359420 /dev/ttys007: \033[22S
1770619178.359425 tty_clear_pane_line: /dev/ttys007, 80 at 0,1
1770619178.359430 tty_clear_line: /dev/ttys007, 80 at 0,1
1770619178.359435 /dev/ttys007: \033[2;1H
1770619178.359439 /dev/ttys007: \033[K
1770619178.359444 input_csi_dispatch: 'm' "" "0"
1770619178.359449 parameter 0: number 0
1770619178.359454 input_csi_dispatch: 'm' "" "49"
1770619178.359458 parameter 0: number 49
1770619178.359463 input_csi_dispatch: 'm' "" "39"
1770619178.359467 parameter 0: number 39
1770619178.359471 input_c0_dispatch: '\r'
1770619178.359476 input_c0_dispatch: '\n'
1770619178.359481 screen_write_linefeed: at 0,1 (region 0-23)
1770619178.359485 input_csi_dispatch: 'A' "" ""
1770619178.359491 input_csi_dispatch: 'm' "" "0"
1770619178.359495 parameter 0: number 0
1770619178.359500 input_csi_dispatch: 'm' "" "49"
1770619178.359504 parameter 0: number 49
1770619178.359509 input_csi_dispatch: 'm' "" "38;5;236"
1770619178.359514 parameter 0: number 38
1770619178.359518 parameter 1: number 5
1770619178.359522 parameter 2: number 236
1770619178.359538 UTF-8 \356\202\272 is 0E0BA
1770619178.359544 utf8proc_wcwidth(0E0BA) returned 1
1770619178.359549 input_top_bit_set 3 '\356\202\272' (width 1)
1770619178.359554 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1770619178.359561 utf8_from_data: (1 3 \356\202\272) -> 43ba82ee
1770619178.359569 /dev/ttys007: \033[38;5;236m
1770619178.359574 /dev/ttys007: \356\202\272
1770619178.359579 input_csi_dispatch: 'm' "" "0"
1770619178.359583 parameter 0: number 0
1770619178.359588 input_csi_dispatch: 'm' "" "38;5;236"
1770619178.359592 parameter 0: number 38
1770619178.359596 parameter 1: number 5
1770619178.359601 parameter 2: number 236
1770619178.359605 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359610 parameter 0: number 48
1770619178.359614 parameter 1: number 5
1770619178.359618 parameter 2: number 236
1770619178.359623 input_csi_dispatch: 'm' "" "38;5;255"
1770619178.359627 parameter 0: number 38
1770619178.359632 parameter 1: number 5
1770619178.359636 parameter 2: number 255
1770619178.359641 screen_write_collect_end: 1   (at 1,1)
1770619178.359646 UTF-8 \357\205\271 is 0F179
1770619178.359651 utf8proc_wcwidth(0F179) returned 1
1770619178.359655 input_top_bit_set 3 '\357\205\271' (width 1)
1770619178.359660 /dev/ttys007: \033(B\033[m
1770619178.359666 /dev/ttys007: \033[38;5;255m
1770619178.359671 /dev/ttys007: \033[48;5;236m
1770619178.359676 /dev/ttys007:  
1770619178.359681 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1770619178.359686 screen_write_combine: character \357\205\271 at 2,1 (width 1)
1770619178.359691 UTF-8   is 00020
1770619178.359695 UTF-8 \357\205\271 is 0F179
1770619178.359706 UTF-8 \357\205\271 is 0F179
1770619178.359710 UTF-8   is 00020
1770619178.359716 utf8_from_data: (1 3 \357\205\271) -> 43b985ef
1770619178.359721 /dev/ttys007: \357\205\271
1770619178.359725 input_csi_dispatch: 'm' "" "0"
1770619178.359730 parameter 0: number 0
1770619178.359735 input_csi_dispatch: 'm' "" "38;5;255"
1770619178.359739 parameter 0: number 38
1770619178.359743 parameter 1: number 5
1770619178.359747 parameter 2: number 255
1770619178.359752 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359756 parameter 0: number 48
1770619178.359760 parameter 1: number 5
1770619178.359765 parameter 2: number 236
1770619178.359769 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359774 parameter 0: number 48
1770619178.359778 parameter 1: number 5
1770619178.359782 parameter 2: number 236
1770619178.359787 input_csi_dispatch: 'm' "" "38;5;255"
1770619178.359791 parameter 0: number 38
1770619178.359795 parameter 1: number 5
1770619178.359799 parameter 2: number 255
1770619178.359804 screen_write_collect_end: 1   (at 3,1)
1770619178.359809 input_csi_dispatch: 'm' "" "0"
1770619178.359813 parameter 0: number 0
1770619178.359818 input_csi_dispatch: 'm' "" "38;5;255"
1770619178.359822 parameter 0: number 38
1770619178.359826 parameter 1: number 5
1770619178.359830 parameter 2: number 255
1770619178.359835 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359839 parameter 0: number 48
1770619178.359843 parameter 1: number 5
1770619178.359847 parameter 2: number 236
1770619178.359852 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359856 parameter 0: number 48
1770619178.359860 parameter 1: number 5
1770619178.359864 parameter 2: number 236
1770619178.359869 input_csi_dispatch: 'm' "" "38;5;244"
1770619178.359873 parameter 0: number 38
1770619178.359877 parameter 1: number 5
1770619178.359881 parameter 2: number 244
1770619178.359886 UTF-8 \356\202\261 is 0E0B1
1770619178.359890 utf8proc_wcwidth(0E0B1) returned 1
1770619178.359895 input_top_bit_set 3 '\356\202\261' (width 1)
1770619178.359899 /dev/ttys007:  
1770619178.359904 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1770619178.359909 screen_write_combine: character \356\202\261 at 4,1 (width 1)
1770619178.359913 UTF-8   is 00020
1770619178.359917 UTF-8 \356\202\261 is 0E0B1
1770619178.359921 UTF-8 \356\202\261 is 0E0B1
1770619178.359926 UTF-8   is 00020
1770619178.359931 utf8_from_data: (1 3 \356\202\261) -> 43b182ee
1770619178.359936 /dev/ttys007: \033[38;5;244m
1770619178.359940 /dev/ttys007: \356\202\261
1770619178.359945 input_csi_dispatch: 'm' "" "0"
1770619178.359949 parameter 0: number 0
1770619178.359954 input_csi_dispatch: 'm' "" "38;5;244"
1770619178.359958 parameter 0: number 38
1770619178.359962 parameter 1: number 5
1770619178.359966 parameter 2: number 244
1770619178.359971 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359976 parameter 0: number 48
1770619178.359980 parameter 1: number 5
1770619178.359984 parameter 2: number 236
1770619178.359989 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.359993 parameter 0: number 48
1770619178.359997 parameter 1: number 5
1770619178.360001 parameter 2: number 236
1770619178.360006 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360010 parameter 0: number 38
1770619178.360014 parameter 1: number 5
1770619178.360018 parameter 2: number 31
1770619178.360023 screen_write_collect_end: 1   (at 5,1)
1770619178.360027 UTF-8 \357\201\274 is 0F07C
1770619178.360032 utf8proc_wcwidth(0F07C) returned 1
1770619178.360036 input_top_bit_set 3 '\357\201\274' (width 1)
1770619178.360042 /dev/ttys007: \033[38;5;31m
1770619178.360046 /dev/ttys007:  
1770619178.360051 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1770619178.360056 screen_write_combine: character \357\201\274 at 6,1 (width 1)
1770619178.360060 UTF-8   is 00020
1770619178.360064 UTF-8 \357\201\274 is 0F07C
1770619178.360068 UTF-8 \357\201\274 is 0F07C
1770619178.360072 UTF-8   is 00020
1770619178.360077 utf8_from_data: (1 3 \357\201\274) -> 43bc81ef
1770619178.360082 /dev/ttys007: \357\201\274
1770619178.360087 screen_write_collect_end: 1   (at 7,1)
1770619178.360092 input_csi_dispatch: 'm' "" "1"
1770619178.360096 parameter 0: number 1
1770619178.360101 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360105 parameter 0: number 38
1770619178.360109 parameter 1: number 5
1770619178.360113 parameter 2: number 31
1770619178.360118 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360122 parameter 0: number 48
1770619178.360126 parameter 1: number 5
1770619178.360131 parameter 2: number 236
1770619178.360136 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.360140 parameter 0: number 38
1770619178.360144 parameter 1: number 5
1770619178.360148 parameter 2: number 39
1770619178.360153 screen_write_collect_trim: 0x10159b600 7-7 before 8-8
1770619178.360158 screen_write_collect_end: 1 ~ (at 8,1)
1770619178.360163 input_csi_dispatch: 'm' "" "0"
1770619178.360167 parameter 0: number 0
1770619178.360171 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.360176 parameter 0: number 38
1770619178.360180 parameter 1: number 5
1770619178.360184 parameter 2: number 39
1770619178.360188 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360193 parameter 0: number 48
1770619178.360197 parameter 1: number 5
1770619178.360201 parameter 2: number 236
1770619178.360206 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360210 parameter 0: number 48
1770619178.360215 parameter 1: number 5
1770619178.360219 parameter 2: number 236
1770619178.360223 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360228 parameter 0: number 38
1770619178.360232 parameter 1: number 5
1770619178.360236 parameter 2: number 31
1770619178.360241 screen_write_collect_trim: 0x10159b600 7-7 before 9-9
1770619178.360245 screen_write_collect_trim: 0x10159b660 8-8 before 9-9
1770619178.360250 screen_write_collect_end: 1 / (at 9,1)
1770619178.360255 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360259 parameter 0: number 38
1770619178.360263 parameter 1: number 5
1770619178.360267 parameter 2: number 103
1770619178.360272 screen_write_collect_trim: 0x10159b600 7-7 before 10-11
1770619178.360277 screen_write_collect_trim: 0x10159b660 8-8 before 10-11
1770619178.360282 screen_write_collect_trim: 0xac70fc000 9-9 before 10-11
1770619178.360286 screen_write_collect_end: 2 De (at 10,1)
1770619178.360291 input_csi_dispatch: 'm' "" "0"
1770619178.360295 parameter 0: number 0
1770619178.360300 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360304 parameter 0: number 38
1770619178.360308 parameter 1: number 5
1770619178.360312 parameter 2: number 103
1770619178.360317 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360322 parameter 0: number 48
1770619178.360325 parameter 1: number 5
1770619178.360329 parameter 2: number 236
1770619178.360334 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360338 parameter 0: number 48
1770619178.360342 parameter 1: number 5
1770619178.360347 parameter 2: number 236
1770619178.360351 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360356 parameter 0: number 38
1770619178.360360 parameter 1: number 5
1770619178.360364 parameter 2: number 31
1770619178.360368 screen_write_collect_trim: 0x10159b600 7-7 before 12-12
1770619178.360373 screen_write_collect_trim: 0x10159b660 8-8 before 12-12
1770619178.360377 screen_write_collect_trim: 0xac70fc000 9-9 before 12-12
1770619178.360388 screen_write_collect_trim: 0xac70fc060 10-11 before 12-12
1770619178.360393 screen_write_collect_end: 1 / (at 12,1)
1770619178.360397 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360402 parameter 0: number 38
1770619178.360406 parameter 1: number 5
1770619178.360410 parameter 2: number 103
1770619178.360415 screen_write_collect_trim: 0x10159b600 7-7 before 13-13
1770619178.360419 screen_write_collect_trim: 0x10159b660 8-8 before 13-13
1770619178.360424 screen_write_collect_trim: 0xac70fc000 9-9 before 13-13
1770619178.360428 screen_write_collect_trim: 0xac70fc060 10-11 before 13-13
1770619178.360433 screen_write_collect_trim: 0xac70fc0c0 12-12 before 13-13
1770619178.360437 screen_write_collect_end: 1 d (at 13,1)
1770619178.360442 input_csi_dispatch: 'm' "" "0"
1770619178.360446 parameter 0: number 0
1770619178.360451 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360455 parameter 0: number 38
1770619178.360459 parameter 1: number 5
1770619178.360463 parameter 2: number 103
1770619178.360468 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360472 parameter 0: number 48
1770619178.360476 parameter 1: number 5
1770619178.360480 parameter 2: number 236
1770619178.360485 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360490 parameter 0: number 48
1770619178.360494 parameter 1: number 5
1770619178.360498 parameter 2: number 236
1770619178.360503 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360507 parameter 0: number 38
1770619178.360511 parameter 1: number 5
1770619178.360515 parameter 2: number 31
1770619178.360520 screen_write_collect_trim: 0x10159b600 7-7 before 14-14
1770619178.360524 screen_write_collect_trim: 0x10159b660 8-8 before 14-14
1770619178.360529 screen_write_collect_trim: 0xac70fc000 9-9 before 14-14
1770619178.360533 screen_write_collect_trim: 0xac70fc060 10-11 before 14-14
1770619178.360538 screen_write_collect_trim: 0xac70fc0c0 12-12 before 14-14
1770619178.360543 screen_write_collect_trim: 0xac70fc120 13-13 before 14-14
1770619178.360547 screen_write_collect_end: 1 / (at 14,1)
1770619178.360552 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360556 parameter 0: number 38
1770619178.360560 parameter 1: number 5
1770619178.360564 parameter 2: number 103
1770619178.360569 screen_write_collect_trim: 0x10159b600 7-7 before 15-17
1770619178.360573 screen_write_collect_trim: 0x10159b660 8-8 before 15-17
1770619178.360578 screen_write_collect_trim: 0xac70fc000 9-9 before 15-17
1770619178.360582 screen_write_collect_trim: 0xac70fc060 10-11 before 15-17
1770619178.360587 screen_write_collect_trim: 0xac70fc0c0 12-12 before 15-17
1770619178.360591 screen_write_collect_trim: 0xac70fc120 13-13 before 15-17
1770619178.360596 screen_write_collect_trim: 0xac70fc180 14-14 before 15-17
1770619178.360600 screen_write_collect_end: 3 rem (at 15,1)
1770619178.360605 input_csi_dispatch: 'm' "" "0"
1770619178.360609 parameter 0: number 0
1770619178.360614 input_csi_dispatch: 'm' "" "38;5;103"
1770619178.360618 parameter 0: number 38
1770619178.360622 parameter 1: number 5
1770619178.360626 parameter 2: number 103
1770619178.360631 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360635 parameter 0: number 48
1770619178.360639 parameter 1: number 5
1770619178.360643 parameter 2: number 236
1770619178.360648 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360652 parameter 0: number 48
1770619178.360656 parameter 1: number 5
1770619178.360660 parameter 2: number 236
1770619178.360665 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360669 parameter 0: number 38
1770619178.360673 parameter 1: number 5
1770619178.360677 parameter 2: number 31
1770619178.360682 screen_write_collect_trim: 0x10159b600 7-7 before 18-18
1770619178.360687 screen_write_collect_trim: 0x10159b660 8-8 before 18-18
1770619178.360691 screen_write_collect_trim: 0xac70fc000 9-9 before 18-18
1770619178.360696 screen_write_collect_trim: 0xac70fc060 10-11 before 18-18
1770619178.360700 screen_write_collect_trim: 0xac70fc0c0 12-12 before 18-18
1770619178.360705 screen_write_collect_trim: 0xac70fc120 13-13 before 18-18
1770619178.360709 screen_write_collect_trim: 0xac70fc180 14-14 before 18-18
1770619178.360714 screen_write_collect_trim: 0xac70fc1e0 15-17 before 18-18
1770619178.360718 screen_write_collect_end: 1 / (at 18,1)
1770619178.360723 input_csi_dispatch: 'm' "" "1"
1770619178.360727 parameter 0: number 1
1770619178.360732 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360736 parameter 0: number 38
1770619178.360740 parameter 1: number 5
1770619178.360744 parameter 2: number 31
1770619178.360749 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360753 parameter 0: number 48
1770619178.360757 parameter 1: number 5
1770619178.360761 parameter 2: number 236
1770619178.360766 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.360770 parameter 0: number 38
1770619178.360774 parameter 1: number 5
1770619178.360778 parameter 2: number 39
1770619178.360783 screen_write_collect_trim: 0x10159b600 7-7 before 19-29
1770619178.360788 screen_write_collect_trim: 0x10159b660 8-8 before 19-29
1770619178.360792 screen_write_collect_trim: 0xac70fc000 9-9 before 19-29
1770619178.360797 screen_write_collect_trim: 0xac70fc060 10-11 before 19-29
1770619178.360801 screen_write_collect_trim: 0xac70fc0c0 12-12 before 19-29
1770619178.360806 screen_write_collect_trim: 0xac70fc120 13-13 before 19-29
1770619178.360810 screen_write_collect_trim: 0xac70fc180 14-14 before 19-29
1770619178.360814 screen_write_collect_trim: 0xac70fc1e0 15-17 before 19-29
1770619178.360819 screen_write_collect_trim: 0xac70fc240 18-18 before 19-29
1770619178.360823 screen_write_collect_end: 11 invoice-web (at 19,1)
1770619178.360829 input_csi_dispatch: 'm' "" "0"
1770619178.360833 parameter 0: number 0
1770619178.360838 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.360842 parameter 0: number 38
1770619178.360846 parameter 1: number 5
1770619178.360850 parameter 2: number 39
1770619178.360855 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360859 parameter 0: number 48
1770619178.360863 parameter 1: number 5
1770619178.360867 parameter 2: number 236
1770619178.360872 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360876 parameter 0: number 48
1770619178.360880 parameter 1: number 5
1770619178.360884 parameter 2: number 236
1770619178.360889 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360893 parameter 0: number 38
1770619178.360897 parameter 1: number 5
1770619178.360901 parameter 2: number 31
1770619178.360906 input_csi_dispatch: 'm' "" "0"
1770619178.360910 parameter 0: number 0
1770619178.360914 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360919 parameter 0: number 38
1770619178.360923 parameter 1: number 5
1770619178.360927 parameter 2: number 31
1770619178.360932 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360936 parameter 0: number 48
1770619178.360940 parameter 1: number 5
1770619178.360944 parameter 2: number 236
1770619178.360949 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.360953 parameter 0: number 48
1770619178.360957 parameter 1: number 5
1770619178.360961 parameter 2: number 236
1770619178.360966 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.360970 parameter 0: number 38
1770619178.360974 parameter 1: number 5
1770619178.360978 parameter 2: number 31
1770619178.360983 screen_write_collect_trim: 0x10159b600 7-7 before 30-30
1770619178.360988 screen_write_collect_trim: 0x10159b660 8-8 before 30-30
1770619178.360992 screen_write_collect_trim: 0xac70fc000 9-9 before 30-30
1770619178.360997 screen_write_collect_trim: 0xac70fc060 10-11 before 30-30
1770619178.361001 screen_write_collect_trim: 0xac70fc0c0 12-12 before 30-30
1770619178.361005 screen_write_collect_trim: 0xac70fc120 13-13 before 30-30
1770619178.361010 screen_write_collect_trim: 0xac70fc180 14-14 before 30-30
1770619178.361014 screen_write_collect_trim: 0xac70fc1e0 15-17 before 30-30
1770619178.361019 screen_write_collect_trim: 0xac70fc240 18-18 before 30-30
1770619178.361023 screen_write_collect_trim: 0x101598a40 19-29 before 30-30
1770619178.361028 screen_write_collect_end: 1   (at 30,1)
1770619178.361032 input_csi_dispatch: 'm' "" "0"
1770619178.361036 parameter 0: number 0
1770619178.361041 input_csi_dispatch: 'm' "" "38;5;31"
1770619178.361046 parameter 0: number 38
1770619178.361050 parameter 1: number 5
1770619178.361054 parameter 2: number 31
1770619178.361059 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361063 parameter 0: number 48
1770619178.361067 parameter 1: number 5
1770619178.361071 parameter 2: number 236
1770619178.361076 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361080 parameter 0: number 48
1770619178.361084 parameter 1: number 5
1770619178.361088 parameter 2: number 236
1770619178.361092 input_csi_dispatch: 'm' "" "38;5;244"
1770619178.361096 parameter 0: number 38
1770619178.361100 parameter 1: number 5
1770619178.361104 parameter 2: number 244
1770619178.361109 UTF-8 \356\202\261 is 0E0B1
1770619178.361113 utf8proc_wcwidth(0E0B1) returned 1
1770619178.361118 input_top_bit_set 3 '\356\202\261' (width 1)
1770619178.361124 /dev/ttys007:  
1770619178.361129 /dev/ttys007: \033[38;5;39m
1770619178.361134 /dev/ttys007: \033[1m
1770619178.361138 /dev/ttys007: ~
1770619178.361142 /dev/ttys007: \033(B\033[m
1770619178.361147 /dev/ttys007: \033[38;5;31m
1770619178.361152 /dev/ttys007: \033[48;5;236m
1770619178.361156 /dev/ttys007: /
1770619178.361161 /dev/ttys007: \033[38;5;103m
1770619178.361166 /dev/ttys007: De
1770619178.361170 /dev/ttys007: \033[38;5;31m
1770619178.361175 /dev/ttys007: /
1770619178.361180 /dev/ttys007: \033[38;5;103m
1770619178.361184 /dev/ttys007: d
1770619178.361188 /dev/ttys007: \033[38;5;31m
1770619178.361193 /dev/ttys007: /
1770619178.361197 /dev/ttys007: \033[38;5;103m
1770619178.361202 /dev/ttys007: rem
1770619178.361206 /dev/ttys007: \033[38;5;31m
1770619178.361210 /dev/ttys007: /
1770619178.361215 /dev/ttys007: \033[38;5;39m
1770619178.361219 /dev/ttys007: \033[1m
1770619178.361223 /dev/ttys007: invoice-web
1770619178.361228 /dev/ttys007: \033(B\033[m
1770619178.361232 /dev/ttys007: \033[38;5;31m
1770619178.361237 /dev/ttys007: \033[48;5;236m
1770619178.361241 /dev/ttys007:  
1770619178.361246 screen_write_collect_flush: flushed 11 items (screen_write_collect_add)
1770619178.361251 screen_write_combine: character \356\202\261 at 31,1 (width 1)
1770619178.361255 UTF-8   is 00020
1770619178.361259 UTF-8 \356\202\261 is 0E0B1
1770619178.361264 UTF-8 \356\202\261 is 0E0B1
1770619178.361268 UTF-8   is 00020
1770619178.361273 utf8_from_data: (1 3 \356\202\261) -> 43b182ee
1770619178.361277 /dev/ttys007: \033[38;5;244m
1770619178.361282 /dev/ttys007: \356\202\261
1770619178.361286 input_csi_dispatch: 'm' "" "0"
1770619178.361291 parameter 0: number 0
1770619178.361295 input_csi_dispatch: 'm' "" "38;5;244"
1770619178.361300 parameter 0: number 38
1770619178.361304 parameter 1: number 5
1770619178.361308 parameter 2: number 244
1770619178.361313 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361317 parameter 0: number 48
1770619178.361321 parameter 1: number 5
1770619178.361325 parameter 2: number 236
1770619178.361330 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361334 parameter 0: number 48
1770619178.361338 parameter 1: number 5
1770619178.361342 parameter 2: number 236
1770619178.361347 input_csi_dispatch: 'm' "" "38;5;178"
1770619178.361351 parameter 0: number 38
1770619178.361355 parameter 1: number 5
1770619178.361359 parameter 2: number 178
1770619178.361364 screen_write_collect_end: 1   (at 32,1)
1770619178.361369 input_csi_dispatch: 'm' "" "38;5;246"
1770619178.361373 parameter 0: number 38
1770619178.361377 parameter 1: number 5
1770619178.361381 parameter 2: number 246
1770619178.361386 screen_write_collect_trim: 0x101598b60 32-32 before 33-35
1770619178.361391 screen_write_collect_end: 3 on  (at 33,1)
1770619178.361395 input_csi_dispatch: 'm' "" "0"
1770619178.361399 parameter 0: number 0
1770619178.361404 input_csi_dispatch: 'm' "" "38;5;246"
1770619178.361408 parameter 0: number 38
1770619178.361412 parameter 1: number 5
1770619178.361416 parameter 2: number 246
1770619178.361421 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361425 parameter 0: number 48
1770619178.361429 parameter 1: number 5
1770619178.361433 parameter 2: number 236
1770619178.361438 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361442 parameter 0: number 48
1770619178.361446 parameter 1: number 5
1770619178.361450 parameter 2: number 236
1770619178.361455 input_csi_dispatch: 'm' "" "38;5;76"
1770619178.361460 parameter 0: number 38
1770619178.361464 parameter 1: number 5
1770619178.361468 parameter 2: number 76
1770619178.361472 UTF-8 \357\207\223 is 0F1D3
1770619178.361476 utf8proc_wcwidth(0F1D3) returned 1
1770619178.361481 input_top_bit_set 3 '\357\207\223' (width 1)
1770619178.361486 /dev/ttys007: \033[38;5;178m
1770619178.361490 /dev/ttys007:  
1770619178.361495 /dev/ttys007: \033[38;5;246m
1770619178.361499 /dev/ttys007: on 
1770619178.361504 screen_write_collect_flush: flushed 2 items (screen_write_collect_add)
1770619178.361509 screen_write_combine: character \357\207\223 at 36,1 (width 1)
1770619178.361513 UTF-8   is 00020
1770619178.361517 UTF-8 \357\207\223 is 0F1D3
1770619178.361521 UTF-8 \357\207\223 is 0F1D3
1770619178.361526 UTF-8   is 00020
1770619178.361530 utf8_from_data: (1 3 \357\207\223) -> 439387ef
1770619178.361535 /dev/ttys007: \033[38;5;76m
1770619178.361540 /dev/ttys007: \357\207\223
1770619178.361544 input_csi_dispatch: 'm' "" "0"
1770619178.361549 parameter 0: number 0
1770619178.361553 input_csi_dispatch: 'm' "" "38;5;76"
1770619178.361558 parameter 0: number 38
1770619178.361562 parameter 1: number 5
1770619178.361566 parameter 2: number 76
1770619178.361571 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361575 parameter 0: number 48
1770619178.361579 parameter 1: number 5
1770619178.361583 parameter 2: number 236
1770619178.361587 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361592 parameter 0: number 48
1770619178.361596 parameter 1: number 5
1770619178.361600 parameter 2: number 236
1770619178.361604 input_csi_dispatch: 'm' "" "38;5;178"
1770619178.361609 parameter 0: number 38
1770619178.361613 parameter 1: number 5
1770619178.361617 parameter 2: number 178
1770619178.361621 screen_write_collect_end: 1   (at 37,1)
1770619178.361626 input_csi_dispatch: 'm' "" "38;5;76"
1770619178.361631 parameter 0: number 38
1770619178.361635 parameter 1: number 5
1770619178.361639 parameter 2: number 76
1770619178.361643 UTF-8 \357\204\246 is 0F126
1770619178.361648 utf8proc_wcwidth(0F126) returned 1
1770619178.361652 input_top_bit_set 3 '\357\204\246' (width 1)
1770619178.361657 /dev/ttys007: \033[38;5;178m
1770619178.361661 /dev/ttys007:  
1770619178.361666 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1770619178.361670 screen_write_combine: character \357\204\246 at 38,1 (width 1)
1770619178.361675 UTF-8   is 00020
1770619178.361679 UTF-8 \357\204\246 is 0F126
1770619178.361683 UTF-8 \357\204\246 is 0F126
1770619178.361687 UTF-8   is 00020
1770619178.361692 utf8_from_data: (1 3 \357\204\246) -> 43a684ef
1770619178.361696 /dev/ttys007: \033[38;5;76m
1770619178.361701 /dev/ttys007: \357\204\246
1770619178.361706 screen_write_collect_end: 13  development  (at 39,1)
1770619178.361712 input_csi_dispatch: 'm' "" "38;5;178"
1770619178.361716 parameter 0: number 38
1770619178.361720 parameter 1: number 5
1770619178.361724 parameter 2: number 178
1770619178.361729 screen_write_collect_trim: 0x10159b4e0 39-51 before 52-56
1770619178.361734 screen_write_collect_end: 5 !113  (at 52,1)
1770619178.361738 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.361743 parameter 0: number 38
1770619178.361747 parameter 1: number 5
1770619178.361751 parameter 2: number 39
1770619178.361755 screen_write_collect_trim: 0x10159b4e0 39-51 before 57-58
1770619178.361760 screen_write_collect_trim: 0x10159b5a0 52-56 before 57-58
1770619178.361765 screen_write_collect_end: 2 ?6 (at 57,1)
1770619178.361769 input_csi_dispatch: 'm' "" "0"
1770619178.361773 parameter 0: number 0
1770619178.361778 input_csi_dispatch: 'm' "" "38;5;39"
1770619178.361782 parameter 0: number 38
1770619178.361786 parameter 1: number 5
1770619178.361790 parameter 2: number 39
1770619178.361795 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361800 parameter 0: number 48
1770619178.361804 parameter 1: number 5
1770619178.361808 parameter 2: number 236
